DateTime,AddedIPs,RemovedIPs
1579730922,1,0
1579767637,1,0
1579775295,1,1
1579777460,1,0
1579779385,0,2
1579781570,0,3
1579789218,1,0
1579793060,1,0
1579794981,1,0
1579796899,3,0
1579800978,0,1
1579804817,1,0
1579814659,1,0
1579818493,1,0
1579830249,3,0
1579832188,2,1
1579843717,1,0
1579855457,0,1
1579857404,1,0
1579865078,0,1
1579866973,0,1
1579868891,1,0
1579872064,1,0
1579885718,1,0
1579889544,0,1
1579901298,1,1
1579929403,0,1
1579931315,0,1
1579933219,0,2
1579937071,0,1
1579944984,0,1
1579948824,0,1
1579956509,0,1
1579958409,0,2
1579960332,2,1
1579962266,2,0
1579970190,0,1
1579972113,1,2
1579974044,0,1
1579983625,0,1
1579993241,1,0
1579995156,1,0
1579998985,0,1
1580002816,0,1
1580008585,1,0
1580033776,0,1
1580037613,0,1
1580045291,0,1
1580047441,0,2
1580049408,0,2
1580051315,1,1
1580053234,1,0
1580055148,3,0
1580057072,1,0
1580062833,0,1
1580070504,1,0
1580083423,1,1
1580089212,0,1
1580091147,1,0
1580094977,0,1
1580104581,0,1
1580122353,1,0
1580130296,2,0
1580132186,1,0
1580134108,1,0
1580138198,1,0
1580143935,1,0
1580152831,1,0
1580158592,1,0
1580162599,1,0
1580170577,0,1
1580178256,1,0
1580182109,0,1
1580187132,0,1
1580189063,0,1
1580195031,1,0
1580196989,0,1
1580202752,1,0
1580206588,0,1
1580208508,1,0
1580216173,0,3
1580218091,2,1
1580224128,1,0
1580227932,2,1
1580234191,0,1
1580245934,1,0
1580247870,0,1
1580249777,0,1
1580255536,1,0
1580259405,0,1
1580261322,1,1
1580265370,0,1
1580269231,0,1
1580274984,0,1
1580286508,1,0
1580294417,0,1
1580300190,0,1
1580304011,0,2
1580310129,3,0
1580315791,0,1
1580321551,1,0
1580323469,3,0
1580325374,2,0
1580331130,0,1
1580340992,1,0
1580343166,1,0
1580346973,0,1
1580348907,1,0
1580372178,1,1
1580385820,0,1
1580393533,1,0
1580412986,1,0
1580428586,0,1
1580434572,0,1
1580436755,1,0
1580438656,1,0
1580440602,1,0
1580458345,0,1
1580460275,1,0
1580462210,0,1
1580471784,0,1
1580480672,1,1
1580482579,0,1
1580490833,3,0
1580498656,1,0
1580505630,1,0
1580517148,1,0
1580519012,0,2
1580524815,0,3
1580526751,1,1
1580547849,0,1
1580551980,1,0
1580553857,1,0
1580555778,1,0
1580566625,0,2
1580589854,0,1
1580595872,0,3
1580607615,1,1
1580609557,2,0
1580613391,0,1
1580642696,0,1
1580646525,1,2
1580649630,1,0
1580663557,1,0
1580665474,1,0
1580669548,0,1
1580677539,0,1
1580705054,1,0
1580716573,1,0
1580724498,1,0
1580737935,0,1
1580739869,1,0
1580743693,1,0
1580767502,1,0
1580778981,0,1
1580782893,3,0
1580784840,6,0
1580792682,1,1
1580794595,0,1
1580802269,0,1
1580809703,0,1
1580821713,0,1
1580827477,0,2
1580829410,0,2
1580833270,0,1
1580835144,1,0
1580837165,2,0
1580840937,0,1
1580843142,1,0
1580847174,1,0
1580852911,0,1
1580856734,1,1
1580858661,0,2
1580870417,0,1
1580872348,0,1
1580878108,0,1
1580880017,1,0
1580885774,0,8
1580891779,2,0
1580893706,0,1
1580901374,2,0
1580907148,0,1
1580910990,0,1
1580912890,1,0
1580923480,1,1
1580925375,1,1
1580927295,2,0
1580934167,0,1
1580936187,1,0
1580943158,0,1
1580948891,1,1
1580954906,1,0
1580960653,1,0
1580966439,0,1
1580970283,1,0
1580972179,1,0
1580976374,0,1
1580978195,0,1
1580982061,1,0
1580983964,1,0
1580988106,1,1
1580989938,1,0
1580991887,1,0
1580997923,0,1
1581005556,1,0
1581011547,0,2
1581013461,0,1
1581015393,1,0
1581023355,0,2
1581025219,1,0
1581027157,3,0
1581032918,2,0
1581034817,0,1
1581038671,1,0
1581040594,1,0
1581042527,0,1
1581056181,0,1
1581058115,0,2
1581061944,1,0
1581067698,0,1
1581069889,0,1
1581073706,2,0
1581075623,1,0
1581077567,0,2
1581081406,1,0
1581085218,1,0
1581090975,0,1
1581097221,1,0
1581103010,0,1
1581106816,1,0
1581112577,0,1
1581114496,1,1
1581118824,1,2
1581120749,1,0
1581126509,0,1
1581128411,2,0
1581130329,1,0
1581144014,0,1
1581147876,0,1
1581159826,1,2
1581165614,0,1
1581167540,0,1
1581171391,0,1
1581177143,1,0
1581182888,0,1
1581186971,3,0
1581194655,1,0
1581196583,1,0
1581198523,2,0
1581200418,0,1
1581204270,0,1
1581206170,0,1
1581208096,0,1
1581210220,2,0
1581214357,0,2
1581216252,0,2
1581222009,1,0
1581227783,0,1
1581232583,1,0
1581238346,1,0
1581250815,0,1
1581256573,1,0
1581262593,1,0
1581268353,1,0
1581274112,0,2
1581279854,1,1
1581285737,0,1
1581291408,2,0
1581293296,0,1
1581297156,0,1
1581301229,1,0
1581308894,0,1
1581310978,0,1
1581313002,2,0
1581316816,0,1
1581320655,0,2
1581324502,1,0
1581326424,0,1
1581328332,1,1
1581330267,1,0
1581332189,1,1
1581336225,1,0
1581342015,0,2
1581347774,1,1
1581353551,0,1
1581357374,0,1
1581359295,1,0
1581361534,1,0
1581365615,0,1
1581367480,1,0
1581369410,2,0
1581375193,0,2
1581377096,0,1
1581394835,1,0
1581400579,0,1
1581402520,0,1
1581420330,1,0
1581422187,0,1
1581424095,1,0
1581433708,1,0
1581445247,0,1
1581452890,0,1
1581454977,0,1
1581456974,0,1
1581458905,0,1
1581462985,1,1
1581481462,0,1
1581492028,0,1
1581499690,1,0
1581501753,1,0
1581505721,1,0
1581521311,1,1
1581538576,0,1
1581540525,0,1
1581546285,1,0
1581554896,1,2
1581566614,1,0
1581568440,1,0
1581572443,1,0
1581574673,1,0
1581578489,1,0
1581584197,0,1
1581590171,2,0
1581592106,1,1
1581595970,1,2
1581601940,1,0
1581607772,0,1
1581619454,1,1
1581630971,0,1
1581632889,0,2
1581636013,1,0
1581645703,2,0
1581647538,2,0
1581653543,0,1
1581657375,1,0
1581661248,0,1
1581665065,0,1
1581668889,1,0
1581674928,0,1
1581678759,0,1
1581680658,1,0
1581684491,2,0
1581694104,0,1
1581697948,0,1
1581705872,0,1
1581707785,1,0
1581711639,0,1
1581723371,0,2
1581727224,1,0
1581733029,0,2
1581734902,0,1
1581738735,1,0
1581749310,1,0
1581758900,1,0
1581760973,1,0
1581776418,0,1
1581778333,0,1
1581786294,1,0
1581793947,1,0
1581797782,1,0
1581801611,1,0
1581803543,1,1
1581805457,0,1
1581809290,1,0
1581811355,1,0
1581813385,2,0
1581815301,1,1
1581817214,2,0
1581821054,1,0
1581836932,2,0
1581840735,1,0
1581844573,1,1
1581846496,0,1
1581850341,0,1
1581852259,1,0
1581854196,2,0
1581856096,2,0
1581860909,0,1
1581864757,1,0
1581866659,1,0
1581873627,0,1
1581877471,1,0
1581889214,1,1
1581891132,1,1
1581898827,1,0
1581900737,1,0
1581904587,0,1
1581924030,0,2
1581929789,0,2
1581935547,1,0
1581937367,1,0
1581941326,0,1
1581943216,1,0
1581950894,0,1
1581960490,0,1
1581962662,0,1
1581964598,0,2
1581966502,1,1
1581970387,0,1
1581974209,0,1
1581976103,0,1
1581987763,1,1
1581989800,1,0
1581991965,0,1
1581997730,1,0
1582007292,1,0
1582009377,0,1
1582019054,0,1
1582020990,2,0
1582024811,0,1
1582028681,0,1
1582032491,1,0
1582034609,1,1
1582051949,1,1
1582053873,1,0
1582055774,1,0
1582065374,1,1
1582073310,2,0
1582084973,0,1
1582092754,0,1
1582102332,0,1
1582106172,0,1
1582112182,0,1
1582133290,1,1
1582135274,1,0
